titulo,ano,link,numeros
Fractal: Revista de Psicologia,2017,/j/fractal/i/2017.v29n1/ ; /j/fractal/i/2017.v29n2/ ; /j/fractal/i/2017.v29n3/,3
Fractal: Revista de Psicologia,2016,/j/fractal/i/2016.v28n1/ ; /j/fractal/i/2016.v28n2/ ; /j/fractal/i/2016.v28n3/,3
Fractal: Revista de Psicologia,2015,/j/fractal/i/2015.v27n1/ ; /j/fractal/i/2015.v27n2/ ; /j/fractal/i/2015.v27n3/,3
Fractal: Revista de Psicologia,2014,/j/fractal/i/2014.v26n1/ ; /j/fractal/i/2014.v26n2/ ; /j/fractal/i/2014.v26n3/ ; /j/fractal/i/2014.v26nspe/,4
Fractal: Revista de Psicologia,2013,/j/fractal/i/2013.v25n1/ ; /j/fractal/i/2013.v25n2/ ; /j/fractal/i/2013.v25n3/,3
Fractal: Revista de Psicologia,2012,/j/fractal/i/2012.v24n1/ ; /j/fractal/i/2012.v24n2/ ; /j/fractal/i/2012.v24n3/,3
Fractal: Revista de Psicologia,2011,/j/fractal/i/2011.v23n1/ ; /j/fractal/i/2011.v23n2/ ; /j/fractal/i/2011.v23n3/,3
Fractal: Revista de Psicologia,2010,/j/fractal/i/2010.v22n1/ ; /j/fractal/i/2010.v22n2/ ; /j/fractal/i/2010.v22n3/,3
Fractal: Revista de Psicologia,2009,/j/fractal/i/2009.v21n1/ ; /j/fractal/i/2009.v21n2/ ; /j/fractal/i/2009.v21n3/,3
Fractal: Revista de Psicologia,2008,/j/fractal/i/2008.v20n1/ ; /j/fractal/i/2008.v20n2/,2
GEOUSP,2021,/j/geo/i/2021.v25n1/,1
"História, Ciências, Saúde-Manguinhos",2021,/j/hcsm/i/2021.v28n1/,1
"História, Ciências, Saúde-Manguinhos",2020,/j/hcsm/i/2020.v27n1/ ; /j/hcsm/i/2020.v27n2/ ; /j/hcsm/i/2020.v27n3/ ; /j/hcsm/i/2020.v27n4/ ; /j/hcsm/i/2020.v27suppl1/,5
"História, Ciências, Saúde-Manguinhos",2019,/j/hcsm/i/2019.v26n1/ ; /j/hcsm/i/2019.v26n2/ ; /j/hcsm/i/2019.v26n3/ ; /j/hcsm/i/2019.v26n4/ ; /j/hcsm/i/2019.v26suppl1/,5
"História, Ciências, Saúde-Manguinhos",2018,/j/hcsm/i/2018.v25n1/ ; /j/hcsm/i/2018.v25n2/ ; /j/hcsm/i/2018.v25n3/ ; /j/hcsm/i/2018.v25n4/ ; /j/hcsm/i/2018.v25suppl1/,5
"História, Ciências, Saúde-Manguinhos",2017,/j/hcsm/i/2017.v24n1/ ; /j/hcsm/i/2017.v24n2/ ; /j/hcsm/i/2017.v24n3/ ; /j/hcsm/i/2017.v24n4/ ; /j/hcsm/i/2017.v24suppl1/,5
"História, Ciências, Saúde-Manguinhos",2016,/j/hcsm/i/2016.v23n1/ ; /j/hcsm/i/2016.v23n2/ ; /j/hcsm/i/2016.v23n3/ ; /j/hcsm/i/2016.v23n4/ ; /j/hcsm/i/2016.v23suppl1/,5
"História, Ciências, Saúde-Manguinhos",2015,/j/hcsm/i/2015.v22n1/ ; /j/hcsm/i/2015.v22n2/ ; /j/hcsm/i/2015.v22n3/ ; /j/hcsm/i/2015.v22n4/ ; /j/hcsm/i/2015.v22suppl0/,5
"História, Ciências, Saúde-Manguinhos",2014,/j/hcsm/i/2014.v21n1/ ; /j/hcsm/i/2014.v21n2/ ; /j/hcsm/i/2014.v21n3/ ; /j/hcsm/i/2014.v21n4/,4
"História, Ciências, Saúde-Manguinhos",2013,/j/hcsm/i/2013.v20n1/ ; /j/hcsm/i/2013.v20n2/ ; /j/hcsm/i/2013.v20n3/ ; /j/hcsm/i/2013.v20n4/ ; /j/hcsm/i/2013.v20suppl1/,5
"História, Ciências, Saúde-Manguinhos",2012,/j/hcsm/i/2012.v19n1/ ; /j/hcsm/i/2012.v19n2/ ; /j/hcsm/i/2012.v19n3/ ; /j/hcsm/i/2012.v19n4/ ; /j/hcsm/i/2012.v19suppl1/,5
"História, Ciências, Saúde-Manguinhos",2011,/j/hcsm/i/2011.v18n1/ ; /j/hcsm/i/2011.v18n2/ ; /j/hcsm/i/2011.v18n3/ ; /j/hcsm/i/2011.v18n4/ ; /j/hcsm/i/2011.v18suppl1/,5
"História, Ciências, Saúde-Manguinhos",2010,/j/hcsm/i/2010.v17n1/ ; /j/hcsm/i/2010.v17n2/ ; /j/hcsm/i/2010.v17n3/ ; /j/hcsm/i/2010.v17n4/ ; /j/hcsm/i/2010.v17suppl1/ ; /j/hcsm/i/2010.v17suppl2/,6
"História, Ciências, Saúde-Manguinhos",2009,/j/hcsm/i/2009.v16n1/ ; /j/hcsm/i/2009.v16n2/ ; /j/hcsm/i/2009.v16n3/ ; /j/hcsm/i/2009.v16n4/ ; /j/hcsm/i/2009.v16suppl1/,5
"História, Ciências, Saúde-Manguinhos",2008,/j/hcsm/i/2008.v15n1/ ; /j/hcsm/i/2008.v15n2/ ; /j/hcsm/i/2008.v15n3/ ; /j/hcsm/i/2008.v15n4/ ; /j/hcsm/i/2008.v15suppl0/,5
"História, Ciências, Saúde-Manguinhos",2007,/j/hcsm/i/2007.v14n1/ ; /j/hcsm/i/2007.v14n2/ ; /j/hcsm/i/2007.v14n3/ ; /j/hcsm/i/2007.v14n4/ ; /j/hcsm/i/2007.v14suppl0/,5
"História, Ciências, Saúde-Manguinhos",2006,/j/hcsm/i/2006.v13n1/ ; /j/hcsm/i/2006.v13n2/ ; /j/hcsm/i/2006.v13n3/ ; /j/hcsm/i/2006.v13n4/ ; /j/hcsm/i/2006.v13suppl0/,5
"História, Ciências, Saúde-Manguinhos",2005,/j/hcsm/i/2005.v12n1/ ; /j/hcsm/i/2005.v12n2/ ; /j/hcsm/i/2005.v12n3/ ; /j/hcsm/i/2005.v12suppl0/,4
"História, Ciências, Saúde-Manguinhos",2004,/j/hcsm/i/2004.v11n1/ ; /j/hcsm/i/2004.v11n2/ ; /j/hcsm/i/2004.v11n3/ ; /j/hcsm/i/2004.v11suppl1/,4
"História, Ciências, Saúde-Manguinhos",2003,/j/hcsm/i/2003.v10n1/ ; /j/hcsm/i/2003.v10n2/ ; /j/hcsm/i/2003.v10n3/ ; /j/hcsm/i/2003.v10suppl1/ ; /j/hcsm/i/2003.v10suppl2/,5
"História, Ciências, Saúde-Manguinhos",2002,/j/hcsm/i/2002.v9n1/ ; /j/hcsm/i/2002.v9n2/ ; /j/hcsm/i/2002.v9n3/ ; /j/hcsm/i/2002.v9suppl0/,4
"História, Ciências, Saúde-Manguinhos",2001,/j/hcsm/i/2001.v8n1/ ; /j/hcsm/i/2001.v8n2/ ; /j/hcsm/i/2001.v8n3/ ; /j/hcsm/i/2001.v8suppl0/,4
"História, Ciências, Saúde-Manguinhos",2001,/j/hcsm/i/2001.v7n3/,1
"História, Ciências, Saúde-Manguinhos",2000,/j/hcsm/i/2000.v7n1/ ; /j/hcsm/i/2000.v7n2/,2
"História, Ciências, Saúde-Manguinhos",2000,/j/hcsm/i/2000.v6n3/ ; /j/hcsm/i/2000.v6suppl0/,2
"História, Ciências, Saúde-Manguinhos",1999,/j/hcsm/i/1999.v6n1/ ; /j/hcsm/i/1999.v6n2/,2
"História, Ciências, Saúde-Manguinhos",1999,/j/hcsm/i/1999.v5n3/,1
"História, Ciências, Saúde-Manguinhos",1998,/j/hcsm/i/1998.v5n1/ ; /j/hcsm/i/1998.v5n2/ ; /j/hcsm/i/1998.v5suppl0/,3
"História, Ciências, Saúde-Manguinhos",1997,/j/hcsm/i/1997.v4n1/ ; /j/hcsm/i/1997.v4n2/ ; /j/hcsm/i/1997.v4n3/,3
"História, Ciências, Saúde-Manguinhos",1996,/j/hcsm/i/1996.v3n1/ ; /j/hcsm/i/1996.v3n2/ ; /j/hcsm/i/1996.v3n3/,3
"História, Ciências, Saúde-Manguinhos",1996,/j/hcsm/i/1996.v2n3/,1
"História, Ciências, Saúde-Manguinhos",1995,/j/hcsm/i/1995.v2n1/ ; /j/hcsm/i/1995.v2n2/,2
"História, Ciências, Saúde-Manguinhos",1995,/j/hcsm/i/1995.v1n2/,1
"História, Ciências, Saúde-Manguinhos",1994,/j/hcsm/i/1994.v1n1/,1
História da Educação,2021,/j/heduc/i/2021.v25/,1
História da Educação,2020,/j/heduc/i/2020.v24/,1
História da Educação,2019,/j/heduc/i/2019.v23/,1
História da Educação,2018,/j/heduc/i/2018.v22n54/ ; /j/heduc/i/2018.v22n55/ ; /j/heduc/i/2018.v22n56/,3
História da Educação,2017,/j/heduc/i/2017.v21n51/ ; /j/heduc/i/2017.v21n52/ ; /j/heduc/i/2017.v21n53/,3
História da Educação,2016,/j/heduc/i/2016.v20n48/ ; /j/heduc/i/2016.v20n49/ ; /j/heduc/i/2016.v20n50/,3
História da Educação,2015,/j/heduc/i/2015.v19n45/ ; /j/heduc/i/2015.v19n46/ ; /j/heduc/i/2015.v19n47/,3
História da Educação,2014,/j/heduc/i/2014.v18n42/ ; /j/heduc/i/2014.v18n43/ ; /j/heduc/i/2014.v18n44/,3
História da Educação,2013,/j/heduc/i/2013.v17n39/ ; /j/heduc/i/2013.v17n40/ ; /j/heduc/i/2013.v17n41/,3
História da Educação,2012,/j/heduc/i/2012.v16n38/,1
História (São Paulo),2020,/j/his/i/2020.v39/,1
História (São Paulo),2019,/j/his/i/2019.v38/,1
História (São Paulo),2018,/j/his/i/2018.v37/,1
História (São Paulo),2017,/j/his/i/2017.v36/,1
História (São Paulo),2016,/j/his/i/2016.v35/,1
História (São Paulo),2015,/j/his/i/2015.v34n1/ ; /j/his/i/2015.v34n2/,2
História (São Paulo),2014,/j/his/i/2014.v33n1/ ; /j/his/i/2014.v33n2/,2
História (São Paulo),2013,/j/his/i/2013.v32n1/ ; /j/his/i/2013.v32n2/,2
História (São Paulo),2012,/j/his/i/2012.v31n1/ ; /j/his/i/2012.v31n2/,2
História (São Paulo),2011,/j/his/i/2011.v30n1/ ; /j/his/i/2011.v30n2/,2
História (São Paulo),2010,/j/his/i/2010.v29n1/ ; /j/his/i/2010.v29n2/,2
História (São Paulo),2009,/j/his/i/2009.v28n1/ ; /j/his/i/2009.v28n2/,2
História (São Paulo),2008,/j/his/i/2008.v27n1/ ; /j/his/i/2008.v27n2/,2
História (São Paulo),2007,/j/his/i/2007.v26n1/ ; /j/his/i/2007.v26n2/,2
História (São Paulo),2006,/j/his/i/2006.v25n1/ ; /j/his/i/2006.v25n2/,2
História (São Paulo),2005,/j/his/i/2005.v24n1/ ; /j/his/i/2005.v24n2/,2
História (São Paulo),2004,/j/his/i/2004.v23n1-2/,1
História (São Paulo),2003,/j/his/i/2003.v22n1/ ; /j/his/i/2003.v22n2/,2
Horizontes Antropológicos,2021,/j/ha/i/2021.v27n59/,1
Horizontes Antropológicos,2020,/j/ha/i/2020.v26n56/ ; /j/ha/i/2020.v26n57/ ; /j/ha/i/2020.v26n58/,3
Horizontes Antropológicos,2019,/j/ha/i/2019.v25n53/ ; /j/ha/i/2019.v25n54/ ; /j/ha/i/2019.v25n55/,3
Horizontes Antropológicos,2018,/j/ha/i/2018.v24n50/ ; /j/ha/i/2018.v24n51/ ; /j/ha/i/2018.v24n52/,3
Horizontes Antropológicos,2017,/j/ha/i/2017.v23n47/ ; /j/ha/i/2017.v23n48/ ; /j/ha/i/2017.v23n49/,3
Horizontes Antropológicos,2016,/j/ha/i/2016.v22n45/ ; /j/ha/i/2016.v22n46/,2
Horizontes Antropológicos,2015,/j/ha/i/2015.v21n43/ ; /j/ha/i/2015.v21n44/,2
Horizontes Antropológicos,2014,/j/ha/i/2014.v20n41/ ; /j/ha/i/2014.v20n42/,2
Horizontes Antropológicos,2013,/j/ha/i/2013.v19n39/ ; /j/ha/i/2013.v19n40/,2
Horizontes Antropológicos,2012,/j/ha/i/2012.v18n37/ ; /j/ha/i/2012.v18n38/,2
Horizontes Antropológicos,2011,/j/ha/i/2011.v17n35/ ; /j/ha/i/2011.v17n36/,2
Horizontes Antropológicos,2010,/j/ha/i/2010.v16n33/ ; /j/ha/i/2010.v16n34/,2
Horizontes Antropológicos,2009,/j/ha/i/2009.v15n31/ ; /j/ha/i/2009.v15n32/,2
Horizontes Antropológicos,2008,/j/ha/i/2008.v14n29/ ; /j/ha/i/2008.v14n30/,2
Horizontes Antropológicos,2007,/j/ha/i/2007.v13n27/ ; /j/ha/i/2007.v13n28/,2
Horizontes Antropológicos,2006,/j/ha/i/2006.v12n25/ ; /j/ha/i/2006.v12n26/,2
Horizontes Antropológicos,2005,/j/ha/i/2005.v11n23/ ; /j/ha/i/2005.v11n24/,2
Horizontes Antropológicos,2004,/j/ha/i/2004.v10n21/ ; /j/ha/i/2004.v10n22/,2
Horizontes Antropológicos,2003,/j/ha/i/2003.v9n19/ ; /j/ha/i/2003.v9n20/,2
Horizontes Antropológicos,2002,/j/ha/i/2002.v8n17/ ; /j/ha/i/2002.v8n18/,2
Horizontes Antropológicos,2001,/j/ha/i/2001.v7n15/ ; /j/ha/i/2001.v7n16/,2
Horizontes Antropológicos,2000,/j/ha/i/2000.v6n13/ ; /j/ha/i/2000.v6n14/,2
Horizontes Antropológicos,1999,/j/ha/i/1999.v5n10/ ; /j/ha/i/1999.v5n11/ ; /j/ha/i/1999.v5n12/,3
Horizontes Antropológicos,1998,/j/ha/i/1998.v4n8/ ; /j/ha/i/1998.v4n9/,2
Horizontes Antropológicos,1997,/j/ha/i/1997.v3n6/ ; /j/ha/i/1997.v3n7/,2
Interações (Campo Grande),2020,/j/inter/i/2020.v21n1/ ; /j/inter/i/2020.v21n2/ ; /j/inter/i/2020.v21n3/ ; /j/inter/i/2020.v21n4/,4
Interações (Campo Grande),2019,/j/inter/i/2019.v20n1/ ; /j/inter/i/2019.v20n2/ ; /j/inter/i/2019.v20n3/ ; /j/inter/i/2019.v20n4/ ; /j/inter/i/2019.v20nspe/,5
Interações (Campo Grande),2018,/j/inter/i/2018.v19n1/ ; /j/inter/i/2018.v19n2/ ; /j/inter/i/2018.v19n3/ ; /j/inter/i/2018.v19n4/,4
Interações (Campo Grande),2017,/j/inter/i/2017.v18n1/ ; /j/inter/i/2017.v18n2/ ; /j/inter/i/2017.v18n3/ ; /j/inter/i/2017.v18n4/,4
Interações (Campo Grande),2016,/j/inter/i/2016.v17n1/ ; /j/inter/i/2016.v17n2/ ; /j/inter/i/2016.v17n3/ ; /j/inter/i/2016.v17n4/,4
Interações (Campo Grande),2015,/j/inter/i/2015.v16n1/ ; /j/inter/i/2015.v16n2/,2
Interações (Campo Grande),2014,/j/inter/i/2014.v15n1/ ; /j/inter/i/2014.v15n2/,2
Interações (Campo Grande),2013,/j/inter/i/2013.v14n1/ ; /j/inter/i/2013.v14n2/,2
Interações (Campo Grande),2012,/j/inter/i/2012.v13n1/ ; /j/inter/i/2012.v13n2/,2
Interações (Campo Grande),2011,/j/inter/i/2011.v12n1/ ; /j/inter/i/2011.v12n2/,2
Interações (Campo Grande),2010,/j/inter/i/2010.v11n1/ ; /j/inter/i/2010.v11n2/,2
Interações (Campo Grande),2009,/j/inter/i/2009.v10n1/ ; /j/inter/i/2009.v10n2/,2
Interações (Campo Grande),2008,/j/inter/i/2008.v9n1/ ; /j/inter/i/2008.v9n2/,2
Interações (Campo Grande),2007,/j/inter/i/2007.v8n1/ ; /j/inter/i/2007.v8n2/,2
Interações (Campo Grande),2006,/j/inter/i/2006.v8n13/,1
"Interface - Comunicação, Saúde, Educação",2021,/j/icse/i/2021.v25/ ; /j/icse/i/2021.v25suppl1/,2
"Interface - Comunicação, Saúde, Educação",2020,/j/icse/i/2020.v24/ ; /j/icse/i/2020.v24suppl1/,2
"Interface - Comunicação, Saúde, Educação",2019,/j/icse/i/2019.v23/ ; /j/icse/i/2019.v23suppl1/,2
"Interface - Comunicação, Saúde, Educação",2018,/j/icse/i/2018.v22n64/ ; /j/icse/i/2018.v22n65/ ; /j/icse/i/2018.v22n66/ ; /j/icse/i/2018.v22n67/ ; /j/icse/i/2018.v22suppl1/ ; /j/icse/i/2018.v22suppl2/,6
"Interface - Comunicação, Saúde, Educação",2017,/j/icse/i/2017.v21n60/ ; /j/icse/i/2017.v21n61/ ; /j/icse/i/2017.v21n62/ ; /j/icse/i/2017.v21n63/ ; /j/icse/i/2017.v21suppl1/,5
"Interface - Comunicação, Saúde, Educação",2016,/j/icse/i/2016.v20n56/ ; /j/icse/i/2016.v20n57/ ; /j/icse/i/2016.v20n58/ ; /j/icse/i/2016.v20n59/,4
"Interface - Comunicação, Saúde, Educação",2015,/j/icse/i/2015.v19n52/ ; /j/icse/i/2015.v19n53/ ; /j/icse/i/2015.v19n54/ ; /j/icse/i/2015.v19n55/ ; /j/icse/i/2015.v19suppl1/,5
"Interface - Comunicação, Saúde, Educação",2014,/j/icse/i/2014.v18n48/ ; /j/icse/i/2014.v18n49/ ; /j/icse/i/2014.v18n50/ ; /j/icse/i/2014.v18n51/ ; /j/icse/i/2014.v18suppl1/ ; /j/icse/i/2014.v18suppl2/,6
"Interface - Comunicação, Saúde, Educação",2013,/j/icse/i/2013.v17n44/ ; /j/icse/i/2013.v17n45/ ; /j/icse/i/2013.v17n46/ ; /j/icse/i/2013.v17n47/,4
"Interface - Comunicação, Saúde, Educação",2012,/j/icse/i/2012.v16n40/ ; /j/icse/i/2012.v16n41/ ; /j/icse/i/2012.v16n42/ ; /j/icse/i/2012.v16n43/,4
"Interface - Comunicação, Saúde, Educação",2011,/j/icse/i/2011.v15n36/ ; /j/icse/i/2011.v15n37/ ; /j/icse/i/2011.v15n38/ ; /j/icse/i/2011.v15n39/,4
"Interface - Comunicação, Saúde, Educação",2010,/j/icse/i/2010.v14n32/ ; /j/icse/i/2010.v14n33/ ; /j/icse/i/2010.v14n34/ ; /j/icse/i/2010.v14n35/,4
"Interface - Comunicação, Saúde, Educação",2009,/j/icse/i/2009.v13n28/ ; /j/icse/i/2009.v13n30/ ; /j/icse/i/2009.v13n31/ ; /j/icse/i/2009.v13suppl1/ ; /j/icse/i/2009.v13n29/,5
"Interface - Comunicação, Saúde, Educação",2008,/j/icse/i/2008.v12n24/ ; /j/icse/i/2008.v12n25/ ; /j/icse/i/2008.v12n26/ ; /j/icse/i/2008.v12n27/,4
"Interface - Comunicação, Saúde, Educação",2007,/j/icse/i/2007.v11n21/ ; /j/icse/i/2007.v11n22/ ; /j/icse/i/2007.v11n23/,3
"Interface - Comunicação, Saúde, Educação",2006,/j/icse/i/2006.v10n19/ ; /j/icse/i/2006.v10n20/,2
"Interface - Comunicação, Saúde, Educação",2005,/j/icse/i/2005.v9n16/ ; /j/icse/i/2005.v9n17/ ; /j/icse/i/2005.v9n18/,3
"Interface - Comunicação, Saúde, Educação",2004,/j/icse/i/2004.v8n14/ ; /j/icse/i/2004.v8n15/,2
"Interface - Comunicação, Saúde, Educação",2003,/j/icse/i/2003.v7n12/ ; /j/icse/i/2003.v7n13/,2
"Interface - Comunicação, Saúde, Educação",2002,/j/icse/i/2002.v6n10/ ; /j/icse/i/2002.v6n11/,2
"Interface - Comunicação, Saúde, Educação",2001,/j/icse/i/2001.v5n8/ ; /j/icse/i/2001.v5n9/,2
"Interface - Comunicação, Saúde, Educação",2000,/j/icse/i/2000.v4n6/ ; /j/icse/i/2000.v4n7/,2
"Interface - Comunicação, Saúde, Educação",1999,/j/icse/i/1999.v3n4/ ; /j/icse/i/1999.v3n5/,2
"Interface - Comunicação, Saúde, Educação",1998,/j/icse/i/1998.v2n2/ ; /j/icse/i/1998.v2n3/,2
"Interface - Comunicação, Saúde, Educação",1997,/j/icse/i/1997.v1n1/,1
Kriterion: Revista de Filosofia,2020,/j/kr/i/2020.v61n145/ ; /j/kr/i/2020.v61n146/ ; /j/kr/i/2020.v61n147/,3
Kriterion: Revista de Filosofia,2019,/j/kr/i/2019.v60n142/ ; /j/kr/i/2019.v60n143/ ; /j/kr/i/2019.v60n144/,3
Kriterion: Revista de Filosofia,2018,/j/kr/i/2018.v59n139/ ; /j/kr/i/2018.v59n140/ ; /j/kr/i/2018.v59n141/,3
Kriterion: Revista de Filosofia,2017,/j/kr/i/2017.v58n136/ ; /j/kr/i/2017.v58n137/ ; /j/kr/i/2017.v58n138/,3
Kriterion: Revista de Filosofia,2016,/j/kr/i/2016.v57n133/ ; /j/kr/i/2016.v57n134/ ; /j/kr/i/2016.v57n135/,3
Kriterion: Revista de Filosofia,2015,/j/kr/i/2015.v56n131/ ; /j/kr/i/2015.v56n132/,2
Kriterion: Revista de Filosofia,2014,/j/kr/i/2014.v55n129/ ; /j/kr/i/2014.v55n130/,2
Kriterion: Revista de Filosofia,2013,/j/kr/i/2013.v54n127/ ; /j/kr/i/2013.v54n128/,2
Kriterion: Revista de Filosofia,2012,/j/kr/i/2012.v53n125/ ; /j/kr/i/2012.v53n126/,2
Kriterion: Revista de Filosofia,2011,/j/kr/i/2011.v52n123/ ; /j/kr/i/2011.v52n124/,2
Kriterion: Revista de Filosofia,2010,/j/kr/i/2010.v51n121/ ; /j/kr/i/2010.v51n122/,2
Kriterion: Revista de Filosofia,2009,/j/kr/i/2009.v50n119/ ; /j/kr/i/2009.v50n120/,2
Kriterion: Revista de Filosofia,2008,/j/kr/i/2008.v49n117/ ; /j/kr/i/2008.v49n118/,2
Kriterion: Revista de Filosofia,2007,/j/kr/i/2007.v48n115/ ; /j/kr/i/2007.v48n116/,2
Kriterion: Revista de Filosofia,2006,/j/kr/i/2006.v47n113/ ; /j/kr/i/2006.v47n114/,2
Kriterion: Revista de Filosofia,2005,/j/kr/i/2005.v46n111/ ; /j/kr/i/2005.v46n112/,2
Kriterion: Revista de Filosofia,2004,/j/kr/i/2004.v45n109/ ; /j/kr/i/2004.v45n110/,2
Kriterion: Revista de Filosofia,2003,/j/kr/i/2003.v44n107/ ; /j/kr/i/2003.v44n108/,2
Kriterion: Revista de Filosofia,2002,/j/kr/i/2002.v43n105/ ; /j/kr/i/2002.v43n106/,2
Kriterion: Revista de Filosofia,2001,/j/kr/i/2001.v42n104/,1
Lua Nova: Revista de Cultura e Política,2020,/j/ln/i/2020.n109/ ; /j/ln/i/2020.n110/ ; /j/ln/i/2020.n111/,3
Lua Nova: Revista de Cultura e Política,2019,/j/ln/i/2019.n106/ ; /j/ln/i/2019.n107/ ; /j/ln/i/2019.n108/,3
Lua Nova: Revista de Cultura e Política,2018,/j/ln/i/2018.n103/ ; /j/ln/i/2018.n104/ ; /j/ln/i/2018.n105/,3
Lua Nova: Revista de Cultura e Política,2017,/j/ln/i/2017.n100/ ; /j/ln/i/2017.n101/ ; /j/ln/i/2017.n102/,3
Lua Nova: Revista de Cultura e Política,2016,/j/ln/i/2016.n97/ ; /j/ln/i/2016.n98/ ; /j/ln/i/2016.n99/,3
Lua Nova: Revista de Cultura e Política,2015,/j/ln/i/2015.n94/ ; /j/ln/i/2015.n95/ ; /j/ln/i/2015.n96/,3
Lua Nova: Revista de Cultura e Política,2014,/j/ln/i/2014.n91/ ; /j/ln/i/2014.n92/ ; /j/ln/i/2014.n93/,3
Lua Nova: Revista de Cultura e Política,2013,/j/ln/i/2013.n88/ ; /j/ln/i/2013.n89/ ; /j/ln/i/2013.n90/,3
Lua Nova: Revista de Cultura e Política,2012,/j/ln/i/2012.n85/ ; /j/ln/i/2012.n86/ ; /j/ln/i/2012.n87/,3
Lua Nova: Revista de Cultura e Política,2011,/j/ln/i/2011.n82/ ; /j/ln/i/2011.n83/ ; /j/ln/i/2011.n84/,3
Lua Nova: Revista de Cultura e Política,2010,/j/ln/i/2010.n79/ ; /j/ln/i/2010.n80/ ; /j/ln/i/2010.n81/,3
Lua Nova: Revista de Cultura e Política,2009,/j/ln/i/2009.n76/ ; /j/ln/i/2009.n77/ ; /j/ln/i/2009.n78/,3
Lua Nova: Revista de Cultura e Política,2008,/j/ln/i/2008.n73/ ; /j/ln/i/2008.n74/ ; /j/ln/i/2008.n75/,3
Lua Nova: Revista de Cultura e Política,2007,/j/ln/i/2007.n70/ ; /j/ln/i/2007.n71/ ; /j/ln/i/2007.n72/,3
Lua Nova: Revista de Cultura e Política,2006,/j/ln/i/2006.n66/ ; /j/ln/i/2006.n67/ ; /j/ln/i/2006.n68/ ; /j/ln/i/2006.n69/,4
Lua Nova: Revista de Cultura e Política,2005,/j/ln/i/2005.n64/ ; /j/ln/i/2005.n65/,2
Lua Nova: Revista de Cultura e Política,2004,/j/ln/i/2004.n61/ ; /j/ln/i/2004.n62/ ; /j/ln/i/2004.n63/,3
Lua Nova: Revista de Cultura e Política,2003,/j/ln/i/2003.n58/ ; /j/ln/i/2003.n59/ ; /j/ln/i/2003.n60/,3
Lua Nova: Revista de Cultura e Política,2002,/j/ln/i/2002.n55-56/ ; /j/ln/i/2002.n57/,2
Lua Nova: Revista de Cultura e Política,2001,/j/ln/i/2001.n52/ ; /j/ln/i/2001.n53/ ; /j/ln/i/2001.n54/,3
Lua Nova: Revista de Cultura e Política,2000,/j/ln/i/2000.n49/ ; /j/ln/i/2000.n50/ ; /j/ln/i/2000.n51/,3
Lua Nova: Revista de Cultura e Política,1999,/j/ln/i/1999.n46/ ; /j/ln/i/1999.n47/ ; /j/ln/i/1999.n48/,3
Lua Nova: Revista de Cultura e Política,1998,/j/ln/i/1998.n43/ ; /j/ln/i/1998.n44/ ; /j/ln/i/1998.n45/,3
Lua Nova: Revista de Cultura e Política,1997,/j/ln/i/1997.n39/ ; /j/ln/i/1997.n40-41/ ; /j/ln/i/1997.n42/,3
Lua Nova: Revista de Cultura e Política,1996,/j/ln/i/1996.n37/ ; /j/ln/i/1996.n38/,2
Lua Nova: Revista de Cultura e Política,1995,/j/ln/i/1995.n35/ ; /j/ln/i/1995.n36/,2
Lua Nova: Revista de Cultura e Política,1994,/j/ln/i/1994.n32/ ; /j/ln/i/1994.n33/ ; /j/ln/i/1994.n34/,3
Lua Nova: Revista de Cultura e Política,1993,/j/ln/i/1993.n28-29/ ; /j/ln/i/1993.n30/ ; /j/ln/i/1993.n31/,3
Lua Nova: Revista de Cultura e Política,1992,/j/ln/i/1992.n25/ ; /j/ln/i/1992.n26/ ; /j/ln/i/1992.n27/,3
Lua Nova: Revista de Cultura e Política,1991,/j/ln/i/1991.n23/ ; /j/ln/i/1991.n24/,2
Lua Nova: Revista de Cultura e Política,1990,/j/ln/i/1990.n21/ ; /j/ln/i/1990.n22/,2
Lua Nova: Revista de Cultura e Política,1989,/j/ln/i/1989.n16/ ; /j/ln/i/1989.n17/ ; /j/ln/i/1989.n18/ ; /j/ln/i/1989.n19/,4
Lua Nova: Revista de Cultura e Política,1988,/j/ln/i/1988.n14/ ; /j/ln/i/1988.n15/,2
Lua Nova: Revista de Cultura e Política,1987,/j/ln/i/1987.v3n3/ ; /j/ln/i/1987.v3n4/,2
Lua Nova: Revista de Cultura e Política,1987,/j/ln/i/1987.n13/,1
Lua Nova: Revista de Cultura e Política,1986,/j/ln/i/1986.v3n1/ ; /j/ln/i/1986.v3n2/,2
Lua Nova: Revista de Cultura e Política,1986,/j/ln/i/1986.v2n4/,1
Lua Nova: Revista de Cultura e Política,1985,/j/ln/i/1985.v2n1/ ; /j/ln/i/1985.v2n2/ ; /j/ln/i/1985.v2n3/,3
Lua Nova: Revista de Cultura e Política,1985,/j/ln/i/1985.v1n4/,1
Lua Nova: Revista de Cultura e Política,1984,/j/ln/i/1984.v1n1/ ; /j/ln/i/1984.v1n2/ ; /j/ln/i/1984.v1n3/,3
Mana,2021,/j/mana/i/2021.v27n1/,1
Mana,2020,/j/mana/i/2020.v26n1/ ; /j/mana/i/2020.v26n2/ ; /j/mana/i/2020.v26n3/,3
Mana,2019,/j/mana/i/2019.v25n1/ ; /j/mana/i/2019.v25n2/ ; /j/mana/i/2019.v25n3/,3
